Text,Target
гэр бүлийн хүн өөр газар шилжсэн,хот суурин газар руу шилжин ажиллахаар болсон
гэр бүлийн хүний ажлын байр өөрчлөгдөн шилжсэн,хот суурин газар руу шилжин ажиллахаар болсон
гэр нүүсэн,нутаг дотроо шилжин ажиллахаар болсон
гэр санаачлага ануын төсөлд шилжсэн,
гэр хол байсан,өөрийн хүсэлтээр
гэр хол байсан байршлаар гарсан,өөрийн хүсэлтээр
гэр цэцэрлэгт,ажиллаж байгаа
гэр цэцэрлэгт туслах багшийн үүрэгт ажлыг гүйцэтгэсэн,ажиллаж байгаа
гэрбүлийн хүн өөр газар шилжсэн,хөдөө орон нутаг руу шилжин ажиллахаар болсон
гэрийн байршил тухайн ажиллаж буй цэцэрлэгээс хол байсан,өөрийн хүсэлтээр
гэртээ ойр ажилд орсон,өөрийн хүсэлтээр
гэрээ дууссан,гэрээний хугацаа дууссан
гэрээгээр ажилласан,гэрээний хугацаа дууссан
гэрээний хугацаа дууссан,гэрээний хугацаа дууссан
гэрээний хугацаа дуусгавар болсон,гэрээний хугацаа дууссан
гэрээний хугацаа дууссан,гэрээний хугацаа дууссан
гэрээний хугацаа дуусссан,гэрээний хугацаа дууссан
гэрээт,гэрээний хугацаа дууссан
гэрээт байгууллага хаагдсан учир,гэрээний хугацаа дууссан
гэрээт ажилтан,гэрээний хугацаа дууссан
гэрээт хугацаа дууссан,гэрээний хугацаа дууссан
дуаын бсугаас цэцэрлэгийн эрхлэгч нарыг хооронд нь сольсон,ажиллаж байгаа
даатгалын багц хуулийн дагуу хөдөлмөрийн дэвтрийг хаав,ажиллаж байгаа
дадлага хийх явцад буруу оруулсан,
дампуурсан,халагдсан
дараагийн сонгууль болсон,
дархан уул аймаг руу гэр бүлээрээ нүүсэн,хөдөө орон нутаг руу шилжин ажиллахаар болсон
декратын оронд,
декрит аваад халагдсан,жирэмсний амралт
декрит авсан,жирэмсний амралт
декритийн оронд ажилласан,хүний оронд түр ажиллаж байсан
декриттэй,жирэмсний амралт
декриттэй багшийн оронд ажилласан,жирэмсний амралт
декриттэй багшийн оронд ажилласан,жирэмсний амралт
декриттэй хүний оронд,жирэмсний амралт
декриттэй хүний оронд ажилаж байсан,жирэмсний амралт
декриттэй хүний оронд ажиллаж байсан,жирэмсний амралт
дикреттэй хүний оронд ажиллаж байсан,жирэмсний амралт
дикриттэй багшийн орон тоонд ажиллаж байсан,жирэмсний амралт
дикриттэй багшийн орон тоонд ажилласан,жирэмсний амралт
дикриттэй багшийн оронд ажиллаж байсан,жирэмсний амралт
дикриттэй багшийн оронд ажилласан,жирэмсний амралт
дикриттэй багшийн оронд ажилласан,жирэмсний амралт
дикриттэй багшийн оронд түр ажилласан,жирэмсний амралт
дикриттэй байсан багшийн оронд түр ажилласан,жирэмсний амралт
дикриттэй хүний оронд,жирэмсний амралт
дорноговь зүүн баян ардын армийн 131р ангид цэргийн алба хаасан,
дундговь аймгийн төв сайнцагаан сум руу шилжсэн,хөдөө орон нутаг руу шилжин ажиллахаар болсон
дэгдээхий цэцэрлэгийн барилга ашиглалтанд орсон,ажиллаж байгаа
дэлгэр сумд номын санчаар ажиллах болосон,ажиллаж байгаа
дэлгэр сумын засаг даргын шийдвэрээр,
дээд сургуульд орохын тулд,мэргэжил дээшлүүлэхээр
дээд сургуульд суралцах болсон,мэргэжил дээшлүүлэхээр
дүйцүүлэх албаар хаасан,
дүүгээ сургуульд сургах ар гэрийн шалтгаанаар,"ар гэр бүл, амьдрах орчин, амьдралын өөрчлөлт"
дүүргийн боловсорлын хэлтсийн даргын тушаалаар 41 цэцэрлэгт томилогдсон,ажиллаж байгаа
ебсд нягтлан бодогчоор,ажиллаж байгаа
жатай ажилтаны оронд,хүний оронд түр ажиллаж байсан
жирэмсний амралт,жирэмсний амралт
жирэмсэний амралтаа авсан,жирэмсний амралт
жирууэмсний амралттай хүний оронд ажиллаж байсан,жирэмсний амралт
жирэмжсний амралт,жирэмсний амралт
жирэмсний амралттай байгаа,жирэмсний амралт
жирэмсний амралтаа авсан байсан багшийн оронд түр ажилласан,хүний оронд түр ажиллаж байсан
жирэмсний амралттай багшийн оронд,хүний оронд түр ажиллаж байсан
жирэмсний амралттай багшийн түр ажлын байранд ажиллаж байсан,хүний оронд түр ажиллаж байсан
жирэмсний амраллтай хүний оронд ажилласан,хүний оронд түр ажиллаж байсан
жирэмсний амралт,жирэмсний амралт
жирэмсний амралт авсан,жирэмсний амралт
жирэмсний амралт авсан багшийн оронд аэиллаэ байсан учраас гарсан,хүний оронд түр ажиллаж байсан
жирэмсний амралт авсан хүний оронд ажилласан,хүний оронд түр ажиллаж байсан
жирэмсний амралт авсан хүний оронд түр ажилласан,хүний оронд түр ажиллаж байсан
жирэмсний амралт авсан,жирэмсний амралт
жирэмсний амралт авч түр чөлөөлөгдсөн,жирэмсний амралт
жирэмсний амралтаа авсан,жирэмсний амралт
жирэмсний амралтаа авсан 2 жил,жирэмсний амралт
жирэмсний амралтаа авсан багшийн орон тоон дээо орсон учраас,хүний оронд түр ажиллаж байсан
жирэмсний амралтаа авсан багшийн оронд түр ажилласан,хүний оронд түр ажиллаж байсан
жирэмсний амралтаа авсан хүний оронд байсан тул,хүний оронд түр ажиллаж байсан
жирэмсний амралтаа үргэлжлүүлэн жилийн чөлөө авсан,жирэмсний амралт
жирэмсний амралтай байсан,жирэмсний амралт
жирэмсний амралтан дээр ажиллсан,жирэмсний амралт
жирэмсний амралтанд байсан багшийн оронд ажилласан,хүний оронд түр ажиллаж байсан
жирэмсний амралттай,жирэмсний амралт
жирэмсний амралттай авсан,жирэмсний амралт
жирэмсний амралттай ажилтан ажилдаа орсон,ажиллаж байгаа
жирэмсний амралттай ажилтаны оронд ажиллаж байсан,хүний оронд түр ажиллаж байсан
жирэмсний амралттай ажилтны оронд ажиллаж байсан,хүний оронд түр ажиллаж байсан
жирэмсний амралттай багшийн орон тоонд байсан,хүний оронд түр ажиллаж байсан
жирэмсний амралттай багшийн оронд,хүний оронд түр ажиллаж байсан
жирэмсний амралттай багшийн оронд ажиллаж байсан,хүний оронд түр ажиллаж байсан
жирэмсний амралттай багшийн оронд түр ажилласан,хүний оронд түр ажиллаж байсан
жирэмсний амралттай багшийн оронд түр ажилласан учир,хүний оронд түр ажиллаж байсан
жирэмсний амралттай байгаад ажилдаа орсон,хүний оронд түр ажиллаж байсан
жирэмсний амралттай байсан багшийн орон тоон дээр ажиллаж байсан,хүний оронд түр ажиллаж байсан
жирэмсний амралттай байсан багшийн түр орон тоонд ажиллаж байсан,хүний оронд түр ажиллаж байсан
жирэмсний амралттай байсан хугацаа,
жирэмсний амралттай байсан хүний оронд ажиллаж байсан,хүний оронд түр ажиллаж байсан
жирэмсний амралттай байсан үндсэн ажилтан ажилдаа орсон,хүний оронд түр ажиллаж байсан
жирэмсний амралттай хүн ажилдаа орсон,хүний оронд түр ажиллаж байсан
жирэмсний амралттай хүний орон ажиллаж байсан,хүний оронд түр ажиллаж байсан
жирэмсний амралттай хүний орон дээр ажиллаж байсан,хүний оронд түр ажиллаж байсан
жирэмсний амралттай хүний оронд,хүний оронд түр ажиллаж байсан
жирэмсний амралттай хүний оронд ажилаж байсан,хүний оронд түр ажиллаж байсан
жирэмсний амралттай хүний оронд ажиллаж байсан,хүний оронд түр ажиллаж байсан
жирэмсний амралттай хүний оронд ажиллаж байсан учраас,хүний оронд түр ажиллаж байсан
жирэмсний амралттай хүний оронд ажиллаж байсан,хүний оронд түр ажиллаж байсан
жирэмсний амралттай хүний оронд ажиллаж байсанг,хүний оронд түр ажиллаж байсан
жирэмсний амралттай хүний оронд ажилласан,хүний оронд түр ажиллаж байсан
жирэмсний амралттай хүний оронд байсан,хүний оронд түр ажиллаж байсан
жирэмсний амралттай хүний оронд иүр ажилласан,хүний оронд түр ажиллаж байсан
жирэмсний амралттай хүний оронд түр ажиллаж байсан,хүний оронд түр ажиллаж байсан
жирэмсний амралттай хүний оронд түр тушаалаар ажиллаж байсан,хүний оронд түр ажиллаж байсан
жирэмсний амралттай хүний түр орон тоон дээр ажиллаж байсан,хүний оронд түр ажиллаж байсан
жирэмсний амралттай хүний түр оронд ажиллаж байсан,хүний оронд түр ажиллаж байсан
жирэмсний амралттаы хүний оронд ажилласан,хүний оронд түр ажиллаж байсан
жирэмсний амралтын оронд түр,хүний оронд түр ажиллаж байсан
жирэмсний амралтын хугацаанд хүний оронд ажилласан тухайн хүний ажилд орох хугацаа болосон учраас,хүний оронд түр ажиллаж байсан
жирэмсний амралтын үед түр ажилсан,хүний оронд түр ажиллаж байсан
жирэмсний амраттай хүний оронд байсан тул,хүний оронд түр ажиллаж байсан
жирэмсний декрит авсан,жирэмсний амралт
жирэмсний орон тоонд түр байсан тул гарсан,хүний оронд түр ажиллаж байсан
жирэмсний оронд ажилласан,хүний оронд түр ажиллаж байсан
жирэмсний чөлөөтэй,жирэмсний амралт
жирэмсний чөлөөтэй хүний оронд ажиллаж байсан,хүний оронд түр ажиллаж байсан
жирэмсний шалтгаанаар,жирэмсний амралт
жирэмсны амралттай байсан ажилтан ажилдаа орсон,ажиллаж байгаа
жирэмсэн,жирэмсний амралт
жирэмсэн амаржсан хүний оронд түр ажилласан,хүний оронд түр ажиллаж байсан
жирэмсэн амаржсан эхийн оронд түр ажилласан,хүний оронд түр ажиллаж байсан
жирэмсэн амаржсаны амралтаа авсан хүний оронд ажиллаж байсан,хүний оронд түр ажиллаж байсан
жирэмсэн амаржсаны багшийн орон тоон дээр түр,хүний оронд түр ажиллаж байсан
жирэмсэн амаржсаны чөлөө авсан хүний оронд түр орсон,хүний оронд түр ажиллаж байсан
жирэмсэн амаржсаны чөлөөтэй байгаа,жирэмсний амралт
жирэмсэн амаржсаны чөлөөтэй хүний оронд түр орсон,хүний оронд түр ажиллаж байсан
жирэмсэн амьжсан багшийн орон,хүний оронд түр ажиллаж байсан
жирэмсэн ба амаржсаны амралт,жирэмсний амралт
жирэмсэн ба хүүхэд асарсан хүний ороэд ажиллаж байсан,хүний оронд түр ажиллаж байсан
жирэмсэн багшийн оронд ажиллаж байсан,хүний оронд түр ажиллаж байсан
жирэмсэн болон амаржсаны амралттай ажилтны оронд ажиллаж байсан,хүний оронд түр ажиллаж байсан
жирэмсэн болон хүүхэд харах чөлөөгөө эдэлсэн,жирэмсний амралт
жирэмсэн болсон,жирэмсний амралт
жирэмсэн хүний оронд ажиллаж байсан,хүний оронд түр ажиллаж байсан
жирэмсэн хүний оронд ажиллаж байсан,хүний оронд түр ажиллаж байсан
жирэмсэн хүний оронд байсан,хүний оронд түр ажиллаж байсан
жирэмсэн хүний оронд түр ажиллаж байсан,хүний оронд түр ажиллаж байсан
жирэмсэн хүний оронд түр байсан тул гарсан,хүний оронд түр ажиллаж байсан
жирэмсэний амралт,жирэмсний амралт
жирэмсэний амралт авсан,жирэмсний амралт
жирэмсэний амралт авсан хүний оронд,хүний оронд түр ажиллаж байсан
жирэмсэний амралт авсан,жирэмсний амралт
жирэмсэний амралтаа авсан,жирэмсний амралт
жирэмсэний амралтаа авсан хүний оронд байсан,хүний оронд түр ажиллаж байсан
жирэмсэний амралттай,жирэмсний амралт
жирэмсэний амралттай хүний ажлын байр,хүний оронд түр ажиллаж байсан
жирэмсэний амралттай хүний оронд,хүний оронд түр ажиллаж байсан
жирэмсэний амралттай хүний оронд ажиллаж байсан,хүний оронд түр ажиллаж байсан
жирэмсэний амралттай хүний оронд ажилллаж байсан,хүний оронд түр ажиллаж байсан
жирэмсэний амралттай хүний оронд байсан,хүний оронд түр ажиллаж байсан
жирэмсэний амралттай хүний оронд түр ажилласан,хүний оронд түр ажиллаж байсан
жирэмсэний амралтын хугацаанд,хүний оронд түр ажиллаж байсан
жирэмсэний чөлөө,жирэмсний амралт
жирэмёний амралт,жирэмсний амралт
згын нөхөн,ажиллаж байгаа
здтг нягтлан бодогчоор өөрчлөгдсөн,
здтгын санхүү тасгаас сургуульд шилжиж ажилласан,нутаг дотроо шилжин ажиллахаар болсон
завхан шилжсэн,хөдөө орон нутаг руу шилжин ажиллахаар болсон
засаг даргын захирамжаар,халагдсан
засаг захиргааны өөрчлөлөтөөр,халагдсан
засгийн газрын шийдвэр,халагдсан
зах зээлийн нийгэмд шилжсэн,халагдсан
зах зээлийн үед шилжиж барилгын үйлдвэрүүд шил шилээ даган хаагдсан,халагдсан
зах зээлийн үеийн цомхтголоор,халагдсан
захиргааны шийдвэрээр,халагдсан
захирлын б30,халагдсан
захирлын б35,халагдсан
захирлын үүрэг гүйцэтгэгчээр томилогдсон,жирэмсний амралт
захирлын №17 тоот тушаалаар чөлөөлөв,халагдсан
зохион байгуулалтанд өөрчлөлтөнд орсон,халагдсан
зуны цэцэрлэгт 1 сар ажилласан,гэрээний хугацаа дууссан
зуны цэцэрлэгт 1 сар ажилласан,гэрээний хугацаа дууссан
зуны цэцэрлэгт нэг сарын хугацаанд ажилласан,гэрээний хугацаа дууссан
идэр дээд сургуультай нэгдсэн,ажиллаж байгаа
ирланд явсан,гадаад улс руу шилжин ажиллахаар болсон
их засварт орсон цэцэрлэг ашиглалтанд орсон,ажиллаж байгаа
их сургуульд суралцах болсон,мэргэжил дээшлүүлэхээр
каритас чех төсөл татан буугдсан,халагдсан
ковид гарсаны улмаас хаагдсан,халагдсан
ковидын улмаас,халагдсан
компани татан буугдсан,халагдсан
компани татан буугдсан,халагдсан
контор татан буугдсан,халагдсан
лнасанжаргал багшийн жирэмсний амралтын хугацаанд,хүний оронд түр ажиллаж байсан
лнасанжаргалын чөлөөний хугацаанд,хүний оронд түр ажиллаж байсан
мсүт сурсан,мэргэжил дээшлүүлэхээр
мсүт төгссөн,ажиллаж байгаа
мэдээлэл буруу оруулсан,ажиллаж байгаа
малчинаар ажиллаж байсан,өөрийн хүсэлтээр
мон тос ххкийг эрдэнэт концерн ххк худалдаж авсан,халагдсан
монгол хэл уран зохиолын багш длхамсүрэнг жирэмсний амралттай байх хугацаанд түр ажиллаж байв,хүний оронд түр ажиллаж байсан
монгол хэлний багшийн орон тоо гарсан учраас гарсан,нутаг дотроо шилжин ажиллахаар болсон
мэдлэг боловсролоо дээшлүүлэхээр гарсан,мэргэжил дээшлүүлэхээр
мэдээллийг буруу оруулж зассан,ажиллаж байгаа
мэдээллийг буруу оруулсан,ажиллаж байгаа
мэдээллийн технологийн багшаар,ажиллаж байгаа
мэдээлэл буруу оруулсан,ажиллаж байгаа
мэдээлэл буруу оруулсан тул өөрчлөх шаардлагатай болсон,ажиллаж байгаа
мэдээлэл засах,ажиллаж байгаа
мэргэжил дээшлүүлэх,мэргэжил дээшлүүлэхээр
мэргэжил дээшлүүлэх сургултанд хамрагдсан,мэргэжил дээшлүүлэхээр
мэргэжил эзэмшсэн,мэргэжил дээшлүүлэхээр
мэргэжилийн диплом,мэргэжил дээшлүүлэхээр
мэргэжлийн ажил олдохгүй түр бага ангийн багшаар ажиллаж байсан,багшлах эрхгүй
мэргэжлийн ажил эрхлэх,өөрийн хүсэлтээр
мэргэжлийн ажил эрхэлэх,өөрийн хүсэлтээр
мэргэжлийн бус,багшлах эрхгүй
мэргэжлээс шалтгаалах өвчний 40 группд орсон,эрүүл мэндийн улмаас
мөрөн суманд шилжсэн,хөдөө орон нутаг руу шилжин ажиллахаар болсон
нбгын даргын тушаалаар,халагдсан
нгч2,халагдсан
ндийн нөхөн төлөлт,
ндын нөхөн олговор,
ндд,
ндег ажилгүйдлийг нөхөн олгосон баталгаажилт,
ндшимтгэлийн нөхөн олговор,
ндаатгалын нөхөн төлбөр,
ндаатгалын нөхөн төлөлт,
нздын захирамжаар,
намын харьяалалаар,халагдсан
намын үйл ажиллагаа,халагдсан
нас барсан,эрүүл мэндийн улмаас
насан туршийн боловсролын байгууллага нь өөр байгууллагад шилжсэн тул ажлаас чөлөөлөгдсөн,халагдсан
нийгмийн даатгал,
нийгмийн даатгал нөхөн төлөлт бүртгэв,
нийгмийн даатгал улсаас нөхөн төлсөн,
нийгмийн даатгал хувиараа төлсөн,
нийгмийн даатгал шинэчлэгдсэн,
нийгмийн даатгалд шилжсэн,
нийгмийн даатгалыг хувиараа төлсөн,
нийгмийн даатгалын,
нийгмийн даатгалын ажилласан жилийн нөхөн олголтоор,
нийгмийн даатгалын багц хууль үйлчлэх болсон тул,
нийгмийн даатгалын дэвтэр 441179 тоот дэвтэр олгосон тул тасалбар болгов,
нийгмийн даатгалын нөхөн олговор,
нийгмийн даатгалын нөхөн олголт,
нийгмийн даатгалын нөхөн олголтоор бичигдсэн,
нийгмийн даатгалын нөхөн олгосон хугацаа,
нийгмийн даатгалын нөхөн тооцолт,
нийгмийн даатгалын нөхөн төлөлт,
нийгмийн даатгалын нөхөн төлөлт,
нийгмийн даатгалын нөхөн төлөлт бүртгэв,
нийгмийн даатгалын шимтгэл,
нийгмийн даатгалын шимтгэл өөрөө төлсөн,
нийгмийн мдаатгалын нөхөн төлөлт,
нийгмийн хямралаас шилжилтийн үед хэлмэгдэж халагдсан,халагдсан
нэг жилийн гэрээгээр,гэрээний хугацаа дууссан
нэгдсэн халаалтанд шилжих,
нэгдэл тарсан,халагдсан
нэгдэл татан буугдсан,халагдсан
нэмэгдэл жилийг ндегаас нөхөн олгосон,
нярайн чөлөө,жирэмсний амралт
нярайн чөлөө авсан,жирэмсний амралт
нярайн чөлөөтэй багшийн оронд түр ажиллаж байсан,хүний оронд түр ажиллаж байсан
нөхрөө дагаад шилжсэн,"ар гэр бүл, амьдрах орчин, амьдралын өөрчлөлт"
нөхрөө дагаад өмнөговь аймгийн цэргийн ангид очсон,"ар гэр бүл, амьдрах орчин, амьдралын өөрчлөлт"
нөхөн даатгал,
нөхөн даатгалд хамрагдав,
нөхөн даатгалд хамрагдав,
нөхөн даатгалд хамрагдсан,
нөхөн даатгуулсан он,
нөхөн олговор,
нөхөн олговор олгосон,
нөхөн олговор тооцов 19901994 он хүртэл 5 жилийг,
нөхөн олговор тооцож оруулав,
нөхөн олговор тооцож оруулав,
нөхөн олговор тооцон оруулав,
нөхөн олговор тооцох,
нөхөн олговор төлсөн жилийг оруулсан,
нөхөн олговроор төлсөн,
нөхөн олговрын журмаар,
нөхөн олговрын хугацааг тооцов,
нөхөн олгосон жил,
нөхөн тооцох,
нөхөн тооцохоор нийгмийн даатгалаа бөглүүлсэн,
нөхөн тооцсон,
нөхөн тооцсон жил,
нөхөн төлбөр,
нөхөн төлөлт,
нөхөр нь шилжсэн,"ар гэр бүл, амьдрах орчин, амьдралын өөрчлөлт"
нөхөр тэтгэвэрт гарсан,"ар гэр бүл, амьдрах орчин, амьдралын өөрчлөлт"
нөхөр өөр цэргийн анги руу шилжсэн,"ар гэр бүл, амьдрах орчин, амьдралын өөрчлөлт"
орон тооны цомхотголоор,халагдсан
огноо давхацсан,
одоо ажиллаж байгаа,ажиллаж байгаа
одоо ажиллаж байгаа болно,ажиллаж байгаа
одоог хүртэл ажиллаж байна,ажиллаж байгаа
орлон ажиллаж байсан хүн нь ажилдаа орсон тул,хүний оронд түр ажиллаж байсан
орлон гүйцэтгэж байсан,хүний оронд түр ажиллаж байсан
орны ажилтан ажилдаа орсон,хүний оронд түр ажиллаж байсан
орны нь хүн ирж ажилдаа орсон тул,хүний оронд түр ажиллаж байсан
орны хүн нь ажилдаа орсон,хүний оронд түр ажиллаж байсан
орон нутагт шилжсэн,хөдөө орон нутаг руу шилжин ажиллахаар болсон
орон нутагруу шилжсэн ховдруу шилжсэн,хөдөө орон нутаг руу шилжин ажиллахаар болсон
орон нутгийн сонгууль,халагдсан
орон тоо байхгүй,халагдсан
орон тоо зохион байгуулалт,халагдсан
орон тоо зохион байгуулалтын өөрчлөлтөөр,халагдсан
орон тоо хасагдсан,халагдсан
орон тоо цомхотгосон,халагдсан
орон тоогоор чөлөөлөгдсөн тушаалын дугаар 92,халагдсан
орон тоон цомхотгол,халагдсан
орон тооны цомхотгол,халагдсан
орон тооны бүтцийн цомхотгол,халагдсан
орон тооны бүтцээс,халагдсан
орон тооны илүүдлээр,халагдсан
орон тооны илүүдэл,халагдсан
орон тооны цомогтгол,халагдсан
орон тооны цомохтгол,халагдсан
орон тооны цомтголоор,халагдсан
орон тооны цомхотгол,халагдсан
орон тооны цомхотголд орсон,халагдсан
орон тооны цомхотголд орсон тул чөлөөлөв,халагдсан
орон тооны цомхотголоор,халагдсан
орон тооны цомхотголоор гарсан,халагдсан
орон тооны цомхотлоор,халагдсан
орон тооны цомхтгол,халагдсан
орон тооны цомхтголд орсон,халагдсан
орон тооны цомхтголоор,халагдсан
орон тооны цохотгол,халагдсан
орон тооны цөөрсөн,халагдсан
орон тооны өөрчлөлт,халагдсан
орос хэлний анги хаагдсан,халагдсан
орхон аймаг дахь салбар нь татан буугдсан,халагдсан
орчуулага хийх хугацаа дуссан,халагдсан
оюутан байсан учраас сургуулиа төгсөхөөр чөлөө авсан,мэргэжил дээшлүүлэхээр
регистрийн дугаар өөрчлөгдсөн тул мэдээллийг шинээр оруулсан,ажиллаж байгаа
сздтг ын орон тоонд өөрчлөлт орсон,халагдсан
сайн дурын даатгалд,
сайн дурын даатгуулагч,
сайн дурын нөхөн даатгал,
сайн дурын төлөлт,
сахиулын оронд түр ажиллаж байсан,хүний оронд түр ажиллаж байсан
солонгос улсад гэрээгээр ажиллаж байгаад гэрээний хугацаа дуусгавар болоод ирсэн,гэрээний хугацаа дууссан
солонгос улсруу эмчилгээнд явсан,эрүүл мэндийн улмаас
солонгос явсан,гадаад улс руу шилжин ажиллахаар болсон
сонгон шалгаруулалтын дүнгээр,халагдсан
сонгуулийн 4н жилийн хугацаа дууссан,гэрээний хугацаа дууссан
сонгуулийн үр дүн,халагдсан
сонгуулийн үр дүнгээр,халагдсан
сонгуулийн үр дүнд,халагдсан
сонгуульт хугацаа дууссан,халагдсан
сул орон тоон дээр түр ажилласан,хүний оронд түр ажиллаж байсан
суралцагчдын элсэлт цөөрснөөр хичээл заах цаг хүрэлцээгүй болсон,халагдсан
суралцах шалтгаанаар,мэргэжил дээшлүүлэхээр
суралцахаар болсон,мэргэжил дээшлүүлэхээр
суралцахаар чөлөөлөгдсөн,мэргэжил дээшлүүлэхээр
суралцсан,мэргэжил дээшлүүлэхээр
сурах,мэргэжил дээшлүүлэхээр
сургалтанд явсаны чөлөөнд,мэргэжил дээшлүүлэхээр
сургалтын менежер болсон,дэвшин ажиллахаар
сургуулиа төгссөн,ажиллаж байгаа
сургуулиа төгссөн тул абяны мэдэлд шилжүүлэв,ажиллаж байгаа
сургуулийн захирлаар ажиллахаар,дэвшин ажиллахаар
сургууль дотроо албан тушаал өөрчлөгдсөн,нутаг дотроо шилжин ажиллахаар болсон
сургууль нь татан буугдсан,халагдсан
сургууль татан буугдсан,халагдсан
сургууль татан буугдсан,халагдсан
сургуульд багшаар орсон,ажиллаж байгаа
сургуульд суралцахаар,мэргэжил дээшлүүлэхээр
сургуульд суралцахаар болсон,мэргэжил дээшлүүлэхээр
сургуульд сурсан,мэргэжил дээшлүүлэхээр
сургуульд явсан хүний оронд ажиллаж байсан,хүний оронд түр ажиллаж байсан
сэлгэн ажиллах,нутаг дотроо шилжин ажиллахаар болсон
сэлгэн ажиллуулах,нутаг дотроо шилжин ажиллахаар болсон
сэлгэн ажиллуулах баянгол дүүргийн засаг даргын шийдвэрээр эрдмийн ундраа 78 цогцолбор сургуульд томилогдсон,нутаг дотроо шилжин ажиллахаар болсон
сэлгэн ажиллуулах тушаалаар,нутаг дотроо шилжин ажиллахаар болсон
сэлгэн ажиллуулах шийдвэрээр 51 дүгээр сургуульд томилогдсон,нутаг дотроо шилжин ажиллахаар болсон
сэлгүүлэн ажилсан,нутаг дотроо шилжин ажиллахаар болсон
сэлэнгэ аймаг сүхбаатар сумын ерөнхий болосролын 6р сургуульд захирал,дэвшин ажиллахаар
сэлэнгэ аймгийн нийгмийн халамж үйлчилгээний хэлтэс хөдөлмөрийн хэлтэстэй нэггдсэн,
сэлэнгэ аймгийн хүдэрийн тэжээлийн аж ахуйн барилгын бригадад ажиллав,ажиллаж байгаа
сүхбаатрын зам нэгдэлд тоо бүртгэгчээр ажилласан,ажиллаж байгаа
татан буугдсан,халагдсан
тбб болсон,
тббт ажилласан,ажиллаж байгаа
тмс төгссөн,ажиллаж байгаа
тмсд суралцсан өвөрхангай аймагусан аж ахуйн тмс,ажиллаж байгаа
тушаал дэвшсэн,дэвшин ажиллахаар
тамгын газар шилжүүлэв,дэвшин ажиллахаар
тарсан,халагдсан
татан буугдсан,халагдсан
татан буугдсан,халагдсан
татан буусан,халагдсан
текрит,жирэмсний амралт
текрит авсан,жирэмсний амралт
тетраэдр сургууль татан буугдсан нэршил олдоогүй тул эдцс дээр бүртгэв,халагдсан
тогооч дөөдөө нь эрүүл мэндийн шалтгаанаар түр чөлөөтэй байгаа тул тогоочийн оронд түр хцгацаагаар дэвшин ажиллаж байгаа,хүний оронд түр ажиллаж байсан
туслах ажилтан,ажиллаж байгаа
туслах багш,ажиллаж байгаа
туслах багш хсарантунгалагын оронд ажиллаж байсан,хүний оронд түр ажиллаж байсан
тухайн байгуулага татан буугдсан,халагдсан
тухайн байгуулгын дархан дахь салбар нэгж татан буугдсан,халагдсан
тухайн байгууллага нь татан буугдсан,халагдсан
тухайн байгууллага татан буугдсан,халагдсан
тухайн байгууллага хувьчлагдсан,халагдсан
тухайн байгууллагын салбар татан буугдсан,халагдсан
тухайн цэцэрлэг нэршлээ өөрчилж цогцолбор болсон,халагдсан
тухайн цэцэрлэгт арга зүйчийн оронтоо байхгүй болж цуцлагдсан,халагдсан
тушаал дэвшсэн,дэвшин ажиллахаар
тэтгэвэрийн даатгалын шимтгэлийг нөхөн тооцсон,тэтгэвэрт гарсан
түр ажил,хүний оронд түр ажиллаж байсан
түр ажилласан,хүний оронд түр ажиллаж байсан
түр ажлын байранд ажиллаж байсан,хүний оронд түр ажиллаж байсан
түр орон тоо,хүний оронд түр ажиллаж байсан
түр,хүний оронд түр ажиллаж байсан
түр орон тоон дээр ажиллаж байсан,хүний оронд түр ажиллаж байсан
түр орон тооны хавсран гүйцэтгэгч,хүний оронд түр ажиллаж байсан
түр,хүний оронд түр ажиллаж байсан
түр ажил байсан,хүний оронд түр ажиллаж байсан
түр ажил эрхлэлт байсан тул,хүний оронд түр ажиллаж байсан
түр ажилаж байсан,хүний оронд түр ажиллаж байсан
түр ажилд орсон,хүний оронд түр ажиллаж байсан
түр ажиллаж байсан,хүний оронд түр ажиллаж байсан
түр ажиллаж байсан,хүний оронд түр ажиллаж байсан
түр ажиллаж байсан цагийн багшаар,хүний оронд түр ажиллаж байсан
түр ажиллаж байсан,хүний оронд түр ажиллаж байсан
түр ажилласан,хүний оронд түр ажиллаж байсан
түр ажилласан,хүний оронд түр ажиллаж байсан
түр ажиллж байсан,хүний оронд түр ажиллаж байсан
түр ажилтан,хүний оронд түр ажиллаж байсан
түр ажлаас,хүний оронд түр ажиллаж байсан
түр ажлын байр,хүний оронд түр ажиллаж байсан
түр ажлын байранд,хүний оронд түр ажиллаж байсан
түр ажлын байранд ажиллаж байсан,хүний оронд түр ажиллаж байсан
түр ажлын байранд ажиллаж байсан,хүний оронд түр ажиллаж байсан
түр албан тушаал,хүний оронд түр ажиллаж байсан
түр албан тушаалд томигдсон,хүний оронд түр ажиллаж байсан
түр албан тушаалын ажил байсан,хүний оронд түр ажиллаж байсан
түр багшаар ажиллаж байсан,хүний оронд түр ажиллаж байсан
түр байсан,хүний оронд түр ажиллаж байсан
түр гэрээгээр ажилласан,хүний оронд түр ажиллаж байсан
түр дадлага хийж байсан,хүний оронд түр ажиллаж байсан
түр зогсолт хийсэн,хүний оронд түр ажиллаж байсан
түр орлон ажиллаж байсан,хүний оронд түр ажиллаж байсан
